CFB_ID,Course_ID,Date,Course_Content,Practical_Learning,Course_Management,Course_Value,Course_Difficulty,Learning_Experience
CFB008478,C037,2023-12-17,5,4,5,5,4,5
CFB008479,C039,2023-12-17,5,5,3,5,4,3
CFB008480,C068,2023-12-17,4,4,3,5,3,3
CFB008481,C036,2023-12-17,5,4,5,5,2,5
CFB008482,C081,2023-12-17,4,5,2,5,4,4
CFB008483,C069,2023-12-17,5,5,5,4,5,5
CFB008484,C046,2023-12-17,4,3,4,5,3,5
CFB008485,C043,2023-12-17,3,2,3,3,3,3
CFB008486,C065,2023-12-17,5,5,5,2,2,2
CFB008487,C045,2023-12-17,5,4,3,5,3,4
CFB008488,C070,2023-12-17,4,2,4,5,4,4
CFB008489,C027,2023-12-17,5,4,5,3,3,5
CFB008490,C060,2023-12-17,2,3,5,5,4,3
CFB008491,C006,2023-12-17,5,4,5,4,4,4
CFB008492,C013,2023-12-17,3,3,2,3,2,4
CFB008493,C069,2023-12-17,3,3,3,3,4,2
CFB008494,C070,2023-12-17,4,3,3,3,5,2
CFB008495,C046,2023-12-17,4,2,2,3,2,4
CFB008496,C002,2023-12-17,3,3,4,4,2,4
CFB008497,C067,2023-12-17,3,4,5,4,3,4
CFB008498,C039,2023-12-17,3,2,3,3,4,3
CFB008499,C038,2023-12-17,4,2,3,3,4,4
CFB008500,C039,2023-12-17,4,3,4,4,3,4
CFB008501,C078,2023-12-17,3,2,5,4,4,4
CFB008502,C066,2023-12-17,3,3,5,4,3,5
CFB008503,C055,2023-12-17,4,3,2,4,3,3
CFB008504,C056,2023-12-17,2,4,4,4,1,2
CFB008505,C004,2023-12-17,4,4,4,3,3,4
CFB008506,C032,2023-12-17,2,2,4,3,3,3
CFB008507,C080,2023-12-17,2,2,4,5,2,3
CFB008508,C070,2023-12-17,5,4,5,5,3,5
CFB008509,C068,2023-12-17,3,4,4,2,1,3
CFB008510,C016,2023-12-17,4,4,3,3,4,4
CFB008511,C040,2023-12-17,5,4,5,4,4,4
CFB008512,C048,2023-12-17,2,5,3,4,4,4
CFB008513,C066,2023-12-17,3,2,3,4,2,2
CFB008514,C070,2023-12-17,4,4,5,3,3,5
CFB008515,C068,2023-12-17,5,3,1,5,2,3
CFB008516,C007,2023-12-18,5,5,4,5,5,5
CFB008517,C075,2023-12-18,3,3,2,3,2,4
CFB008518,C036,2023-12-18,4,3,3,5,4,4
CFB008519,C032,2023-12-18,4,3,4,5,4,4
CFB008520,C015,2023-12-18,4,4,4,5,5,4
CFB008521,C018,2023-12-18,5,4,5,5,2,5
CFB008522,C069,2023-12-18,5,5,5,4,4,5
CFB008523,C007,2023-12-18,4,3,4,4,1,4
CFB008524,C061,2023-12-18,3,3,5,5,3,3
CFB008525,C035,2023-12-18,3,3,4,5,3,1
CFB008526,C013,2023-12-18,5,4,4,5,3,5
CFB008527,C021,2023-12-18,3,4,3,3,1,4
CFB008528,C024,2023-12-18,3,4,4,4,4,3
CFB008529,C021,2023-12-18,3,4,4,5,4,3
CFB008530,C088,2023-12-18,3,5,5,4,4,5
CFB008531,C084,2023-12-18,4,4,2,4,3,4
CFB008532,C006,2023-12-18,5,4,5,4,3,4
CFB008533,C038,2023-12-18,3,3,4,4,1,3
CFB008534,C051,2023-12-18,4,4,4,4,2,3
CFB008535,C006,2023-12-18,3,3,3,4,3,5
CFB008536,C067,2023-12-18,3,4,3,5,3,2
CFB008537,C063,2023-12-18,2,3,3,3,4,4
CFB008538,C031,2023-12-18,3,4,4,2,2,4
CFB008539,C044,2023-12-18,4,3,4,5,2,4
CFB008540,C043,2023-12-18,4,5,4,3,3,5
CFB008541,C034,2023-12-18,4,3,2,4,3,2
CFB008542,C032,2023-12-18,2,4,3,3,4,2
CFB008543,C030,2023-12-18,5,4,4,5,4,2
CFB008544,C002,2023-12-18,5,5,4,2,3,3
CFB008545,C017,2023-12-18,5,5,4,5,3,4
CFB008546,C074,2023-12-18,4,4,4,3,4,4
CFB008547,C077,2023-12-18,3,3,3,3,1,5
CFB008548,C031,2023-12-18,5,4,4,4,4,4
CFB008549,C079,2023-12-18,4,4,2,3,4,4
CFB008550,C008,2023-12-18,4,2,5,3,3,4
CFB008551,C087,2023-12-18,4,5,5,5,3,5
CFB008552,C034,2023-12-18,3,3,2,4,2,3
CFB008553,C045,2023-12-18,4,5,3,3,3,3
CFB008554,C048,2023-12-19,3,2,3,4,3,4
CFB008555,C061,2023-12-19,3,2,3,3,4,5
CFB008556,C046,2023-12-19,5,4,4,4,4,4
CFB008557,C044,2023-12-19,5,2,4,4,5,4
CFB008558,C051,2023-12-19,3,2,4,4,2,3
CFB008559,C080,2023-12-19,4,5,5,5,4,4
CFB008560,C065,2023-12-19,5,5,4,4,5,3
CFB008561,C045,2023-12-19,4,3,3,5,4,3
CFB008562,C063,2023-12-19,5,4,3,5,2,4
CFB008563,C047,2023-12-19,4,3,3,4,1,5
CFB008564,C020,2023-12-19,4,5,4,3,2,4
CFB008565,C006,2023-12-19,3,4,3,4,1,5
CFB008566,C051,2023-12-19,4,3,4,4,4,3
CFB008567,C080,2023-12-19,5,3,4,5,4,3
CFB008568,C035,2023-12-19,4,4,5,4,2,4
CFB008569,C075,2023-12-19,4,5,5,3,2,4
CFB008570,C034,2023-12-19,4,5,5,4,1,4
CFB008571,C070,2023-12-19,4,3,3,5,4,3
CFB008572,C002,2023-12-19,4,5,5,3,4,5
CFB008573,C088,2023-12-19,4,4,3,3,3,5
CFB008574,C078,2023-12-19,4,5,4,3,3,4
CFB008575,C034,2023-12-19,2,4,2,3,4,3
CFB008576,C078,2023-12-19,3,3,3,4,3,2
CFB008577,C030,2023-12-19,3,3,3,4,3,1
CFB008578,C059,2023-12-19,3,3,4,3,3,3
CFB008579,C062,2023-12-19,3,2,3,4,1,5
CFB008580,C078,2023-12-19,5,4,4,4,2,4
CFB008581,C027,2023-12-19,5,5,4,5,3,5
CFB008582,C034,2023-12-19,3,5,4,3,2,2
CFB008583,C073,2023-12-19,4,5,4,4,4,3
CFB008584,C030,2023-12-19,3,4,3,3,3,3
CFB008585,C084,2023-12-19,3,3,2,5,4,3
CFB008586,C080,2023-12-19,4,2,4,4,1,5
CFB008587,C034,2023-12-19,4,4,4,5,2,2
CFB008588,C080,2023-12-19,4,3,4,3,3,4
CFB008589,C039,2023-12-19,4,4,5,5,3,3
CFB008590,C056,2023-12-19,3,3,3,4,4,3
CFB008591,C086,2023-12-19,2,4,4,4,3,3
CFB008592,C044,2023-12-19,4,4,5,4,2,4
CFB008593,C089,2023-12-19,4,3,4,4,2,3
CFB008594,C047,2023-12-19,3,4,4,3,3,4
CFB008595,C043,2023-12-19,5,4,4,3,2,5
CFB008596,C066,2023-12-19,4,2,5,3,4,5
CFB008597,C084,2023-12-19,5,4,5,4,4,4
CFB008598,C086,2023-12-19,2,2,3,3,4,5
CFB008599,C035,2023-12-19,4,3,3,2,4,4
CFB008600,C045,2023-12-19,4,3,5,4,2,2
CFB008601,C039,2023-12-19,4,4,4,4,3,5
CFB008602,C046,2023-12-19,4,3,3,3,3,3
CFB008603,C024,2023-12-19,4,4,3,3,2,4
CFB008604,C081,2023-12-19,5,4,4,3,1,5
CFB008605,C056,2023-12-19,3,3,5,3,2,4
CFB008606,C079,2023-12-19,5,2,4,3,3,3
CFB008607,C032,2023-12-19,5,5,4,4,4,5
CFB008608,C047,2023-12-19,4,3,4,4,3,3
CFB008609,C007,2023-12-19,3,4,4,4,4,4
CFB008610,C027,2024-04-05,5,3,2,4,3,5
CFB008611,C089,2024-04-05,4,4,4,5,4,5
CFB008612,C030,2024-04-05,3,3,4,4,3,5
CFB008613,C027,2024-04-05,5,5,4,5,3,5
CFB008614,C037,2024-04-05,3,5,4,3,3,4
CFB008615,C004,2024-04-05,5,3,4,4,3,5
CFB008616,C045,2024-04-05,5,5,4,4,3,5
CFB008617,C061,2024-04-05,5,4,3,5,4,5
CFB008618,C075,2024-04-05,5,3,5,2,3,5
CFB008619,C078,2024-04-05,4,4,3,4,1,3
CFB008620,C016,2024-04-05,3,4,4,5,2,4
CFB008621,C070,2024-04-05,5,2,5,3,3,4
CFB008622,C007,2024-04-05,5,3,4,4,4,5
CFB008623,C002,2024-04-05,5,4,5,5,4,5
CFB008624,C046,2024-04-05,5,4,5,3,3,5
CFB008625,C010,2024-04-05,2,3,5,4,4,2
CFB008626,C030,2024-04-05,4,2,4,5,4,4
CFB008627,C080,2024-04-05,4,5,5,4,4,5
CFB008628,C086,2024-04-05,4,5,3,5,4,4
CFB008629,C035,2024-04-05,5,5,5,5,4,5
CFB008630,C024,2024-04-05,5,4,5,4,2,4
CFB008631,C073,2024-04-05,5,5,3,5,3,3
CFB008632,C089,2024-04-05,3,4,2,3,5,4
CFB008633,C079,2024-04-05,4,3,3,3,3,5
CFB008634,C079,2024-04-05,2,3,5,4,4,3
CFB008635,C086,2024-04-05,4,4,3,2,4,4
CFB008636,C010,2024-04-05,4,4,3,5,3,3
CFB008637,C081,2024-04-05,4,4,5,5,3,4
CFB008638,C037,2024-04-05,4,5,5,5,4,4
CFB008639,C079,2024-04-05,3,3,4,4,5,4
CFB008640,C054,2024-04-05,3,4,4,3,4,4
CFB008641,C004,2024-04-05,4,4,3,5,2,5
CFB008642,C051,2024-04-05,4,3,2,5,3,4
CFB008643,C034,2024-04-05,3,3,3,4,3,5
CFB008644,C015,2024-04-05,2,3,2,3,1,2
CFB008645,C087,2024-04-05,5,4,5,4,4,5
CFB008646,C054,2024-04-05,3,4,3,3,2,2
CFB008647,C062,2024-04-05,5,4,4,4,4,3
CFB008648,C067,2024-04-05,4,5,5,5,2,5
CFB008649,C027,2024-04-05,5,5,5,5,4,5
CFB008650,C018,2024-04-05,4,3,3,4,2,3
CFB008651,C039,2024-04-06,4,4,4,4,1,5
CFB008652,C079,2024-04-06,4,5,5,5,3,4
CFB008653,C051,2024-04-06,4,5,5,5,3,4
CFB008654,C043,2024-04-06,4,3,5,5,5,5
CFB008655,C087,2024-04-06,4,3,3,5,2,3
CFB008656,C006,2024-04-06,3,3,4,3,2,5
CFB008657,C079,2024-04-06,5,2,4,3,5,4
CFB008658,C089,2024-04-06,5,4,3,4,3,5
CFB008659,C065,2024-04-06,4,4,4,3,4,4
CFB008660,C018,2024-04-06,5,5,3,4,4,4
CFB008661,C046,2024-04-06,5,4,4,5,3,5
CFB008662,C051,2024-04-06,4,4,5,4,2,4
CFB008663,C080,2024-04-06,5,5,4,5,3,4
CFB008664,C024,2024-04-06,3,5,5,5,3,5
CFB008665,C043,2024-04-06,5,4,3,4,4,5
CFB008666,C046,2024-04-06,4,2,5,5,4,3
CFB008667,C067,2024-04-06,5,4,4,5,4,4
CFB008668,C081,2024-04-06,4,5,4,3,4,3
CFB008669,C073,2024-04-06,5,4,4,5,4,4
CFB008670,C055,2024-04-06,4,5,5,5,4,4
CFB008671,C087,2024-04-06,5,4,3,4,3,5
CFB008672,C067,2024-04-06,5,5,4,3,5,4
CFB008673,C084,2024-04-06,5,3,4,5,5,3
CFB008674,C043,2024-04-06,5,5,5,5,3,5
CFB008675,C079,2024-04-06,5,4,4,4,3,5
CFB008676,C065,2024-04-06,4,4,5,5,4,5
CFB008677,C008,2024-04-06,2,3,3,3,4,4
CFB008678,C060,2024-04-06,5,4,5,4,4,4
CFB008679,C061,2024-04-06,4,3,4,4,2,5
CFB008680,C073,2024-04-06,5,4,5,4,5,5
CFB008681,C037,2024-04-06,3,3,3,3,4,4
CFB008682,C085,2024-04-06,5,5,4,5,5,5
CFB008683,C056,2024-04-06,5,5,4,4,2,4
CFB008684,C039,2024-04-07,4,5,5,5,5,5
CFB008685,C040,2024-04-07,5,5,4,5,2,4
CFB008686,C032,2024-04-07,5,5,5,4,3,5
CFB008687,C067,2024-04-07,5,4,4,4,3,5
CFB008688,C035,2024-04-07,4,3,3,4,3,4
CFB008689,C084,2024-04-07,4,4,3,4,3,3
CFB008690,C037,2024-04-07,4,3,4,4,4,4
CFB008691,C031,2024-04-07,5,5,5,5,3,5
CFB008692,C051,2024-04-07,5,2,4,3,3,5
CFB008693,C084,2024-04-07,4,4,3,4,2,5
CFB008694,C002,2024-04-07,4,4,4,5,5,3
CFB008695,C089,2024-04-07,3,3,1,4,2,3
CFB008696,C008,2024-04-07,4,3,4,5,4,5
CFB008697,C066,2024-04-07,5,5,5,5,4,5
CFB008698,C081,2024-04-07,4,3,4,3,4,5
CFB008699,C047,2024-04-07,4,4,4,5,2,5
CFB008700,C018,2024-04-07,5,4,2,3,3,5
CFB008701,C070,2024-04-07,5,4,2,5,4,3
CFB008702,C060,2024-04-07,3,4,4,4,4,4
CFB008703,C066,2024-04-07,4,3,3,3,3,3
CFB008704,C010,2024-04-07,5,4,4,4,3,4
CFB008705,C068,2024-04-07,4,3,4,3,2,4
CFB008706,C020,2024-04-07,4,4,3,5,4,4
CFB008707,C088,2024-04-07,5,5,5,4,3,3
CFB008708,C074,2024-04-07,5,3,2,3,2,4
CFB008709,C037,2024-04-07,5,4,5,2,4,2
CFB008710,C063,2024-04-07,4,4,3,2,2,3
CFB008711,C079,2024-04-07,4,5,3,4,3,2
CFB008712,C034,2024-04-07,4,3,5,5,2,4
CFB008713,C045,2024-04-07,3,5,4,4,2,4
CFB008714,C066,2024-04-07,5,5,4,3,2,4
CFB008715,C027,2024-04-07,3,4,4,3,1,4
CFB008716,C047,2024-04-07,5,4,5,5,3,5
CFB008717,C075,2024-04-07,4,4,4,4,3,5
CFB008718,C070,2024-04-08,4,4,4,3,3,3
CFB008719,C032,2024-04-08,5,3,5,4,4,4
CFB008720,C035,2024-04-08,5,4,4,3,3,3
CFB008721,C007,2024-04-08,5,3,5,4,4,4
CFB008722,C088,2024-04-08,3,2,4,5,4,3
CFB008723,C020,2024-04-08,5,4,5,4,2,4
CFB008724,C045,2024-04-08,3,5,4,4,4,5
CFB008725,C066,2024-04-08,4,4,4,3,2,2
CFB008726,C084,2024-04-08,5,4,4,4,4,4
CFB008727,C089,2024-04-08,4,4,4,4,4,4
CFB008728,C088,2024-04-08,5,4,5,3,3,3
CFB008729,C074,2024-04-08,4,3,2,4,3,5
CFB008730,C067,2024-04-08,5,4,5,5,5,5
CFB008731,C039,2024-04-08,2,3,2,2,5,2
CFB008732,C079,2024-04-08,5,4,4,4,4,4
CFB008733,C060,2024-04-08,5,4,4,3,5,4
CFB008734,C035,2024-04-08,4,4,5,4,4,5
CFB008735,C073,2024-04-08,5,2,4,4,2,5
CFB008736,C087,2024-04-08,4,4,4,4,4,5
CFB008737,C046,2024-04-08,2,2,3,4,4,5
CFB008738,C048,2024-04-08,5,4,4,5,4,5
CFB008739,C027,2024-04-08,4,4,2,4,3,5
CFB008740,C079,2024-04-08,4,3,5,5,5,4
CFB008741,C027,2024-04-08,4,3,4,5,3,5
CFB008742,C007,2024-04-08,3,4,3,3,4,5
CFB008743,C054,2024-04-08,5,5,5,5,3,5
CFB008744,C002,2024-04-08,5,4,5,4,5,3
CFB008745,C078,2024-04-08,5,4,3,4,2,2
CFB008746,C066,2024-04-08,3,4,3,3,4,3
CFB008747,C068,2024-04-08,4,4,4,3,2,5
CFB008748,C066,2024-04-08,5,3,5,3,3,5
CFB008749,C069,2024-04-08,4,5,3,2,5,5
CFB008750,C004,2024-04-08,4,5,4,3,3,4
CFB008751,C075,2024-04-08,4,2,2,5,4,4
CFB008752,C044,2024-04-08,5,4,5,4,2,4
CFB008753,C027,2024-04-08,3,4,5,4,5,4
CFB008754,C035,2024-04-08,4,1,4,4,3,3
CFB008755,C020,2024-04-08,3,3,4,3,3,3
CFB008756,C051,2024-04-08,3,3,4,4,4,4
CFB008757,C015,2024-04-08,5,4,5,3,2,4
CFB008758,C061,2024-04-09,2,4,5,4,3,3
CFB008759,C021,2024-04-09,5,5,4,5,3,5
CFB008760,C032,2024-04-09,4,4,4,4,4,4
CFB008761,C027,2024-04-09,5,4,4,5,4,4
CFB008762,C089,2024-04-09,5,4,5,5,3,4
CFB008763,C006,2024-04-09,5,4,4,5,3,4
CFB008764,C075,2024-04-09,5,5,5,5,1,5
CFB008765,C086,2024-04-09,3,4,4,3,2,4
CFB008766,C007,2024-04-09,5,4,3,5,4,4
CFB008767,C020,2024-04-09,3,4,5,4,4,2
CFB008768,C080,2024-04-09,3,3,5,3,3,4
CFB008769,C070,2024-04-09,3,3,4,4,2,5
CFB008770,C063,2024-04-09,3,5,3,5,4,3
CFB008771,C038,2024-04-09,4,5,4,3,3,4
CFB008772,C013,2024-04-09,4,4,5,4,5,4
CFB008773,C013,2024-04-09,4,2,3,3,3,5
CFB008774,C063,2024-04-09,5,4,5,5,4,4
CFB008775,C051,2024-04-09,5,5,5,4,4,4
CFB008776,C040,2024-04-09,4,4,5,5,3,4
CFB008777,C016,2024-04-09,2,4,3,5,3,4
CFB008778,C036,2024-04-09,4,5,2,4,3,4
CFB008779,C007,2024-04-09,4,5,4,5,3,4
CFB008780,C074,2024-04-09,5,4,4,4,4,4
CFB008781,C079,2024-04-09,5,3,3,3,4,4
CFB008782,C062,2024-04-09,3,5,4,2,3,3
CFB008783,C013,2024-04-09,4,4,4,5,2,5
CFB008784,C040,2024-04-09,5,5,4,4,4,5
CFB008785,C038,2024-04-09,5,3,4,5,3,5
CFB008786,C070,2024-04-09,5,5,3,4,4,5
CFB008787,C078,2024-04-09,5,4,3,4,4,5
CFB008788,C063,2024-04-09,5,3,5,4,3,4
CFB008789,C074,2024-04-09,5,5,5,5,4,5
CFB008790,C081,2024-04-10,3,2,4,4,3,4
CFB008791,C084,2024-04-10,4,4,4,5,2,3
CFB008792,C024,2024-04-10,5,4,4,4,3,3
CFB008793,C013,2024-04-10,5,4,5,5,3,4
CFB008794,C007,2024-04-10,4,4,5,5,3,4
CFB008795,C051,2024-04-10,3,4,4,4,4,5
CFB008796,C069,2024-04-10,5,5,3,5,2,5
CFB008797,C031,2024-04-10,4,4,5,5,4,5
CFB008798,C062,2024-04-10,4,3,5,4,3,5
CFB008799,C067,2024-04-10,5,5,5,5,4,3
CFB008800,C054,2024-04-10,4,3,4,4,4,5
CFB008801,C045,2024-04-10,5,4,5,5,1,2
CFB008802,C085,2024-04-10,5,5,5,4,5,4
CFB008803,C070,2024-04-10,5,5,4,4,2,5
CFB008804,C008,2024-04-10,4,4,4,4,2,5
CFB008805,C039,2024-04-10,2,3,4,4,3,5
CFB008806,C066,2024-04-10,5,3,4,4,4,5
CFB008807,C010,2024-04-10,3,3,5,5,4,5
CFB008808,C018,2024-04-10,5,5,3,3,3,3
CFB008809,C018,2024-04-10,5,4,2,4,3,3
CFB008810,C007,2024-04-10,5,3,5,5,3,4
CFB008811,C088,2024-04-10,3,3,4,3,4,5
CFB008812,C031,2024-04-10,3,3,5,4,4,3
CFB008813,C088,2024-04-10,4,5,5,5,4,5
CFB008814,C045,2024-04-10,5,5,4,5,4,5
CFB008815,C081,2024-04-10,5,4,4,3,2,4
CFB008816,C007,2024-04-11,5,4,4,5,4,5
CFB008817,C006,2024-04-11,5,4,4,5,2,4
CFB008818,C013,2024-04-11,5,4,5,5,5,5
CFB008819,C034,2024-04-11,3,3,3,4,2,5
CFB008820,C069,2024-04-11,4,3,5,5,5,5
CFB008821,C065,2024-04-11,5,3,5,5,3,5
CFB008822,C035,2024-04-11,5,4,3,5,5,5
CFB008823,C051,2024-04-11,5,4,4,5,1,5
CFB008824,C073,2024-04-11,3,3,4,3,5,5
CFB008825,C074,2024-04-11,4,4,5,3,3,2
CFB008826,C016,2024-04-11,4,3,3,3,4,4
CFB008827,C073,2024-04-11,4,3,4,5,2,3
CFB008828,C088,2024-04-11,5,4,5,4,3,3
CFB008829,C054,2024-04-11,5,4,3,4,3,4
CFB008830,C086,2024-04-11,5,4,5,5,3,4
CFB008831,C075,2024-04-11,4,4,2,2,4,4
CFB008832,C044,2024-04-11,5,3,5,3,3,5
CFB008833,C031,2024-04-11,5,5,4,4,4,4
CFB008834,C035,2024-04-11,3,3,5,4,3,5
CFB008835,C040,2024-04-11,5,5,5,5,5,4
CFB008836,C067,2024-04-11,5,4,5,5,5,5
CFB008837,C068,2024-04-11,4,4,4,4,4,4
CFB008838,C078,2024-04-11,4,5,5,5,4,5
CFB008839,C060,2024-04-11,3,4,3,4,3,3
CFB008840,C087,2024-04-11,5,4,4,5,4,5
CFB008841,C030,2024-04-11,4,2,4,4,4,4
CFB008842,C073,2024-04-12,3,4,3,4,2,3
CFB008843,C066,2024-04-12,5,4,5,4,3,3
CFB008844,C021,2024-04-12,3,4,5,3,3,4
CFB008845,C080,2024-04-12,4,3,5,4,3,3
CFB008846,C087,2024-04-12,5,5,4,4,4,5
CFB008847,C039,2024-04-12,5,3,3,3,3,5
CFB008848,C074,2024-04-12,5,3,4,4,5,3
CFB008849,C054,2024-04-12,5,5,4,5,1,4
CFB008850,C051,2024-04-12,5,2,5,4,2,4
CFB008851,C018,2024-04-12,5,5,4,5,3,5
CFB008852,C088,2024-04-12,3,5,5,5,2,5
CFB008853,C020,2024-04-12,4,5,4,5,2,5
CFB008854,C067,2024-04-12,5,4,4,4,2,4
CFB008855,C037,2024-04-12,5,5,4,4,4,4
CFB008856,C004,2024-04-12,5,3,3,4,3,4
CFB008857,C032,2024-04-12,5,4,5,4,3,5
CFB008858,C077,2024-04-12,4,4,5,5,4,5
CFB008859,C061,2024-04-12,5,5,3,5,2,5
CFB008860,C063,2024-04-12,4,3,5,3,4,4
CFB008861,C062,2024-04-12,5,4,4,4,3,3
CFB008862,C065,2024-04-12,3,5,5,5,3,5
CFB008863,C075,2024-04-12,4,4,4,3,3,3
CFB008864,C075,2024-04-12,5,5,4,3,3,5
CFB008865,C032,2024-04-12,4,4,4,4,4,4
CFB008866,C038,2024-04-12,5,5,5,5,3,5
CFB008867,C002,2024-04-12,1,4,4,3,3,4
CFB008868,C070,2024-04-12,2,4,3,5,4,5
CFB008869,C055,2024-04-12,3,5,4,4,2,5
CFB008870,C067,2024-04-12,3,4,5,4,4,3
CFB008871,C084,2024-04-12,3,3,4,4,3,3
CFB008872,C081,2024-04-12,5,5,5,5,3,5
CFB008873,C021,2024-04-12,4,4,4,5,4,4
CFB008874,C043,2024-04-12,5,4,5,5,3,4
CFB008875,C007,2024-04-12,3,4,4,2,2,2
CFB008876,C007,2024-04-12,5,4,5,4,4,3
CFB008877,C008,2024-04-13,3,2,3,4,2,5
CFB008878,C089,2024-04-13,4,4,4,5,3,3
CFB008879,C087,2024-04-13,5,5,4,4,3,5
CFB008880,C031,2024-04-13,5,4,5,5,3,5
CFB008881,C004,2024-04-13,4,5,3,4,3,4
CFB008882,C018,2024-04-13,5,3,5,4,2,4
CFB008883,C068,2024-04-13,5,5,3,4,3,3
CFB008884,C075,2024-04-13,4,4,4,5,4,5
CFB008885,C024,2024-04-13,5,3,3,4,2,5
CFB008886,C027,2024-04-13,5,3,5,4,3,4
CFB008887,C070,2024-04-13,5,4,3,5,3,3
CFB008888,C079,2024-04-13,4,3,4,4,2,4
CFB008889,C010,2024-04-13,4,5,4,2,4,3
CFB008890,C030,2024-04-13,4,5,5,5,3,4
CFB008891,C060,2024-04-13,4,4,4,5,2,3
CFB008892,C061,2024-04-13,4,4,5,4,2,4
CFB008893,C020,2024-04-13,4,3,4,4,3,4
CFB008894,C081,2024-04-13,5,5,4,5,5,5
CFB008895,C084,2024-04-13,4,5,4,4,2,5
CFB008896,C002,2024-04-13,5,4,5,3,3,4
CFB008897,C055,2024-04-13,5,4,5,4,4,4
CFB008898,C034,2024-04-13,5,4,5,5,5,5
CFB008899,C036,2024-04-13,4,3,5,5,4,3
CFB008900,C079,2024-04-13,4,4,5,5,3,5
CFB008901,C037,2024-04-13,3,4,4,5,5,2
CFB008902,C037,2024-04-13,4,3,5,3,2,4
CFB008903,C085,2024-04-13,2,3,4,5,2,4
CFB008904,C044,2024-04-13,4,3,5,3,4,4
CFB008905,C017,2024-04-13,4,5,4,3,4,2
CFB008906,C084,2024-04-13,5,5,3,3,2,5
CFB008907,C073,2024-04-13,4,3,4,4,5,2
CFB008908,C059,2024-04-13,5,3,5,4,3,5
CFB008909,C074,2024-04-13,4,5,4,5,3,4
CFB008910,C010,2024-04-13,3,4,5,4,3,3
CFB008911,C054,2024-04-14,4,4,4,4,5,3
CFB008912,C002,2024-04-14,5,4,5,5,5,4
CFB008913,C038,2024-04-14,4,3,4,4,5,4
CFB008914,C046,2024-04-14,5,5,5,4,2,3
CFB008915,C073,2024-04-14,5,2,3,4,2,3
CFB008916,C056,2024-04-14,4,2,3,5,4,3
CFB008917,C054,2024-04-14,4,3,4,5,4,3
CFB008918,C051,2024-04-14,5,3,4,4,4,4
CFB008919,C069,2024-04-14,5,3,3,4,4,4
CFB008920,C060,2024-04-14,3,5,5,4,2,3
CFB008921,C015,2024-04-14,4,4,3,4,4,5
CFB008922,C038,2024-04-14,4,4,4,5,3,4
CFB008923,C034,2024-04-14,5,4,4,3,2,5
CFB008924,C020,2024-04-14,5,5,4,4,4,4
CFB008925,C051,2024-04-14,4,4,4,4,2,3
CFB008926,C062,2024-04-14,5,3,3,4,4,5
CFB008927,C073,2024-04-14,5,4,5,5,4,5
CFB008928,C077,2024-04-14,4,3,5,4,4,4
CFB008929,C084,2024-04-14,5,3,3,3,2,4
CFB008930,C065,2024-04-14,5,4,4,4,5,4
CFB008931,C080,2024-04-14,5,4,4,5,3,3
CFB008932,C040,2024-04-14,4,4,3,4,3,4
CFB008933,C056,2024-04-14,5,5,4,4,3,4
CFB008934,C054,2024-04-14,5,5,5,4,3,5
CFB008935,C035,2024-04-14,5,4,4,5,5,4
CFB008936,C069,2024-04-14,5,5,5,5,3,4
CFB008937,C030,2024-04-14,5,5,4,4,3,4
CFB008938,C020,2024-04-14,3,4,1,4,3,5
CFB008939,C030,2024-04-14,5,4,4,4,3,4
CFB008940,C036,2024-04-14,4,4,4,5,3,4
CFB008941,C085,2024-04-14,5,5,5,3,2,4
CFB008942,C044,2024-04-14,5,4,3,3,1,4
CFB008943,C059,2024-04-14,5,3,2,4,2,4
CFB008944,C061,2024-04-14,5,3,4,3,4,4
CFB008945,C065,2024-04-15,5,4,3,5,3,3
CFB008946,C027,2024-04-15,5,3,3,5,4,5
CFB008947,C036,2024-04-15,5,5,4,5,2,5
CFB008948,C006,2024-04-15,5,4,2,4,3,3
CFB008949,C036,2024-04-15,4,5,4,5,1,5
CFB008950,C015,2024-04-15,5,3,4,4,3,5
CFB008951,C054,2024-04-15,5,5,4,4,4,5
CFB008952,C020,2024-04-15,4,3,4,5,3,5
CFB008953,C032,2024-04-15,3,2,3,4,2,4
CFB008954,C073,2024-04-15,4,5,4,4,1,5
CFB008955,C036,2024-04-15,4,4,5,5,4,4
CFB008956,C021,2024-04-15,5,3,4,3,3,4
CFB008957,C089,2024-04-15,5,5,5,5,4,3
CFB008958,C037,2024-04-15,4,4,4,3,5,4
CFB008959,C020,2024-04-15,5,3,4,3,3,3
CFB008960,C038,2024-04-15,5,4,4,5,5,4
CFB008961,C080,2024-04-15,5,4,4,3,3,4
CFB008962,C074,2024-04-15,5,4,5,3,3,5
CFB008963,C002,2024-04-15,4,3,4,4,4,4
CFB008964,C006,2024-04-15,3,3,4,3,3,4
CFB008965,C045,2024-04-15,4,5,3,5,4,3
CFB008966,C062,2024-04-15,4,4,4,5,4,4
CFB008967,C086,2024-04-15,4,3,4,5,5,3
CFB008968,C020,2024-04-15,3,4,3,4,3,3
CFB008969,C043,2024-04-15,3,4,4,4,3,4
CFB008970,C002,2024-04-15,5,4,4,5,5,5
CFB008971,C021,2024-04-15,5,5,4,4,4,4
CFB008972,C068,2024-04-15,4,4,3,5,5,5
CFB008973,C087,2024-04-15,5,4,5,5,4,4
CFB008974,C068,2024-04-15,3,4,4,3,2,4
