FeedbackID,LabID,SystemPerformance,SystemAvailability,InternetConnectivity,EquipmentAvailability,LabMaterialAvailability,StaffAvailability,TechnicalSupport,LabCleanliness,SeatingAndSpace,LabSafety,Date
LFB003719,L021,2,4,2,4,5,4,3,5,4,5,2023-12-13
LFB003720,L025,4,5,4,3,2,3,3,5,5,3,2023-12-13
LFB003721,L005,5,5,5,4,3,5,4,4,5,4,2023-12-13
LFB003722,L020,4,3,5,5,5,5,4,4,4,4,2023-12-13
LFB003723,L020,5,4,3,5,3,5,4,4,5,3,2023-12-13
LFB003724,L020,4,4,5,4,5,5,3,5,5,4,2023-12-13
LFB003725,L011,4,4,5,4,3,4,4,3,5,5,2023-12-13
LFB003726,L012,5,5,3,4,4,4,4,5,5,5,2023-12-13
LFB003727,L026,5,4,3,2,5,4,3,2,4,5,2023-12-13
LFB003728,L016,4,5,5,4,3,4,5,4,5,4,2023-12-13
LFB003729,L007,4,4,4,5,4,5,5,5,4,4,2023-12-14
LFB003730,L015,4,3,3,4,4,4,4,4,3,4,2023-12-14
LFB003731,L023,4,3,3,4,3,5,2,4,5,3,2023-12-14
LFB003732,L010,4,3,4,5,4,4,3,4,4,5,2023-12-14
LFB003733,L013,4,4,4,4,4,5,5,4,4,4,2023-12-14
LFB003734,L013,5,4,3,5,5,5,3,5,5,5,2023-12-14
LFB003735,L012,4,4,4,5,4,4,4,5,3,5,2023-12-14
LFB003736,L003,3,4,5,5,5,4,3,3,5,3,2023-12-14
LFB003737,L002,3,4,3,5,4,4,4,4,5,3,2023-12-14
LFB003738,L021,5,5,4,5,5,3,5,5,3,5,2023-12-14
LFB003739,L008,3,4,5,5,5,4,3,4,4,4,2023-12-14
LFB003740,L022,5,5,3,5,5,4,4,5,3,5,2023-12-14
LFB003741,L021,3,4,4,5,5,5,3,3,5,5,2023-12-14
LFB003742,L016,2,3,2,3,4,3,3,4,2,2,2023-12-14
LFB003743,L006,4,5,4,3,5,5,3,2,5,5,2023-12-14
LFB003744,L012,4,4,4,4,5,4,3,4,4,5,2023-12-14
LFB003745,L016,3,2,3,3,4,3,5,3,5,4,2023-12-14
LFB003746,L003,4,3,4,5,4,5,4,5,4,4,2023-12-14
LFB003747,L001,4,5,5,5,5,4,5,5,4,3,2023-12-14
LFB003748,L016,3,2,2,2,4,5,3,3,3,3,2023-12-14
LFB003749,L016,4,4,3,4,2,4,4,3,4,3,2023-12-14
LFB003750,L024,5,5,5,5,4,5,5,5,5,5,2023-12-14
LFB003751,L008,3,1,2,3,2,4,3,4,2,3,2023-12-14
LFB003752,L001,5,5,3,3,4,4,3,3,3,3,2023-12-14
LFB003753,L012,5,3,4,4,5,3,5,3,4,4,2023-12-14
LFB003754,L016,5,3,3,5,4,4,4,4,4,3,2023-12-14
LFB003755,L006,4,3,3,3,3,4,5,3,4,4,2023-12-14
LFB003756,L004,5,5,5,4,5,4,4,4,4,5,2023-12-14
LFB003757,L026,4,4,5,5,5,5,5,4,4,5,2023-12-14
LFB003758,L017,4,5,3,1,4,5,5,5,3,4,2023-12-14
LFB003759,L005,3,4,4,2,5,5,5,5,5,4,2023-12-14
LFB003760,L003,4,4,4,3,4,5,5,4,3,4,2023-12-14
LFB003761,L005,5,5,3,5,4,5,3,5,5,4,2023-12-14
LFB003762,L003,4,4,4,3,4,3,5,3,5,4,2023-12-15
LFB003763,L010,5,5,3,2,3,4,3,4,5,5,2023-12-15
LFB003764,L003,5,4,5,3,4,3,4,4,5,5,2023-12-15
LFB003765,L021,2,3,4,2,5,2,4,3,4,4,2023-12-15
LFB003766,L004,4,5,5,5,3,4,3,5,5,4,2023-12-15
LFB003767,L016,4,5,5,4,5,5,5,4,3,5,2023-12-15
LFB003768,L026,3,3,3,3,4,4,3,2,3,3,2023-12-15
LFB003769,L014,4,3,5,2,3,5,5,5,4,4,2023-12-15
LFB003770,L013,4,4,4,4,2,4,5,5,5,5,2023-12-15
LFB003771,L020,5,5,4,4,5,5,5,3,5,4,2023-12-15
LFB003772,L011,5,5,5,4,5,5,5,4,4,5,2023-12-15
LFB003773,L021,4,5,4,5,4,4,3,5,4,4,2023-12-15
LFB003774,L017,3,5,5,4,5,5,5,5,5,5,2023-12-15
LFB003775,L007,5,5,4,4,5,5,5,3,3,5,2023-12-15
LFB003776,L015,5,5,3,5,4,4,5,5,3,5,2023-12-15
LFB003777,L011,4,5,1,5,4,5,5,5,4,5,2023-12-15
LFB003778,L001,5,5,3,5,4,5,5,4,5,5,2023-12-15
LFB003779,L021,5,5,4,4,4,5,4,4,5,5,2023-12-15
LFB003780,L014,5,4,4,5,3,5,4,4,5,4,2023-12-15
LFB003781,L011,5,2,4,2,5,4,2,4,5,5,2023-12-15
LFB003782,L012,3,3,3,4,3,4,2,4,4,4,2023-12-15
LFB003783,L022,5,4,4,4,3,3,4,5,5,5,2023-12-15
LFB003784,L015,3,3,3,3,5,3,4,2,5,5,2023-12-15
LFB003785,L021,5,5,4,5,5,5,4,5,5,5,2023-12-15
LFB003786,L007,5,5,5,5,5,5,3,4,5,5,2023-12-15
LFB003787,L021,4,5,4,4,3,3,5,4,4,5,2023-12-15
LFB003788,L006,4,5,5,5,4,4,4,4,3,5,2023-12-15
LFB003789,L014,4,3,3,3,4,5,5,3,5,5,2023-12-15
LFB003790,L018,4,4,4,4,4,5,3,4,4,4,2023-12-16
LFB003791,L002,3,5,4,3,5,3,4,3,4,3,2023-12-16
LFB003792,L023,5,4,4,4,3,4,5,5,5,5,2023-12-16
LFB003793,L016,4,5,5,4,5,4,5,4,3,5,2023-12-16
LFB003794,L016,4,5,4,3,4,5,5,4,4,4,2023-12-16
LFB003795,L001,4,5,5,4,4,5,3,5,4,4,2023-12-16
LFB003796,L001,3,3,3,3,5,2,3,4,4,5,2023-12-16
LFB003797,L019,4,3,4,5,4,4,5,4,5,4,2023-12-16
LFB003798,L023,2,3,3,4,2,4,2,3,4,5,2023-12-16
LFB003799,L023,3,4,5,5,5,5,5,4,3,4,2023-12-16
LFB003800,L012,3,4,4,4,5,3,4,5,5,4,2023-12-16
LFB003801,L010,4,5,3,5,3,4,5,5,5,3,2023-12-16
LFB003802,L003,4,4,4,4,3,4,5,5,4,5,2023-12-16
LFB003803,L004,4,4,5,4,3,4,5,4,5,4,2023-12-16
LFB003804,L014,4,4,2,3,3,2,4,4,4,4,2023-12-16
LFB003805,L002,4,3,5,5,3,4,4,5,4,5,2023-12-16
LFB003806,L015,4,4,2,3,5,4,5,4,5,4,2023-12-17
LFB003807,L019,5,3,5,5,3,5,4,5,4,5,2023-12-17
LFB003808,L026,2,5,3,3,4,5,3,4,4,2,2023-12-17
LFB003809,L003,4,4,5,4,4,5,4,5,4,5,2023-12-17
LFB003810,L019,4,3,5,2,3,4,3,3,3,5,2023-12-17
LFB003811,L025,5,3,4,4,3,4,4,5,5,5,2023-12-17
LFB003812,L012,5,5,5,3,5,4,4,4,4,5,2023-12-17
LFB003813,L007,5,5,4,5,4,4,4,4,5,3,2023-12-17
LFB003814,L025,4,4,5,4,3,4,4,4,4,3,2023-12-17
LFB003815,L002,3,4,4,4,5,4,4,5,5,5,2023-12-17
LFB003816,L018,4,4,5,5,5,3,4,4,2,4,2023-12-17
LFB003817,L005,4,3,3,4,4,4,4,5,4,5,2023-12-17
LFB003818,L013,5,5,5,4,3,4,4,4,3,5,2023-12-17
LFB003819,L006,3,4,4,4,5,4,5,4,5,3,2023-12-17
LFB003820,L016,5,4,3,5,4,4,5,4,5,4,2023-12-17
LFB003821,L016,4,5,4,2,4,3,3,3,4,4,2023-12-17
LFB003822,L026,5,4,4,3,4,4,3,5,4,4,2023-12-17
LFB003823,L004,3,5,4,2,5,4,3,4,5,4,2023-12-17
LFB003824,L015,4,3,2,5,4,5,4,5,4,4,2023-12-17
LFB003825,L010,3,4,4,3,4,2,4,5,2,5,2023-12-17
LFB003826,L013,5,4,5,5,4,4,5,3,4,5,2023-12-17
LFB003827,L010,4,5,3,5,3,4,5,5,5,5,2023-12-17
LFB003828,L007,2,4,4,4,5,4,4,5,3,4,2023-12-17
LFB003829,L004,5,4,4,3,5,4,3,3,5,3,2023-12-17
LFB003830,L020,4,4,3,5,3,4,3,5,4,5,2023-12-18
LFB003831,L022,4,4,4,5,3,3,4,4,4,5,2023-12-18
LFB003832,L026,4,3,5,5,5,5,4,5,4,5,2023-12-18
LFB003833,L022,3,3,4,4,3,3,4,3,4,4,2023-12-18
LFB003834,L001,5,5,4,4,5,4,3,4,2,5,2023-12-18
LFB003835,L023,5,4,4,4,4,4,4,4,5,4,2023-12-18
LFB003836,L020,4,5,4,3,4,3,4,4,5,4,2023-12-18
LFB003837,L012,4,4,4,5,5,5,4,3,5,5,2023-12-18
LFB003838,L014,3,4,4,4,5,3,4,5,4,2,2023-12-18
LFB003839,L024,4,4,4,4,4,5,5,4,4,5,2023-12-18
LFB003840,L011,4,3,4,3,4,5,3,3,4,4,2023-12-18
LFB003841,L016,3,3,5,4,5,5,3,4,4,3,2023-12-18
LFB003842,L010,5,4,4,5,3,4,3,5,4,5,2023-12-18
LFB003843,L014,3,4,4,5,5,5,4,3,4,3,2023-12-18
LFB003844,L002,4,2,5,5,5,4,3,3,4,4,2023-12-18
LFB003845,L020,3,5,3,5,4,5,4,2,4,5,2023-12-18
LFB003846,L011,4,4,4,3,3,5,3,2,4,5,2023-12-18
LFB003847,L002,3,3,3,5,3,2,4,3,3,4,2023-12-18
LFB003848,L012,4,4,5,5,5,5,5,4,4,4,2023-12-18
LFB003849,L014,1,4,4,4,3,4,4,3,5,4,2023-12-18
LFB003850,L025,5,3,5,3,5,4,4,4,4,4,2023-12-18
LFB003851,L011,3,4,4,3,4,5,4,5,4,5,2023-12-18
LFB003852,L026,4,4,3,3,4,4,4,5,2,3,2023-12-18
LFB003853,L015,3,5,5,4,5,5,4,3,4,5,2023-12-18
LFB003854,L001,5,5,5,4,5,5,5,5,3,4,2023-12-18
LFB003855,L002,5,4,5,5,3,5,5,5,4,4,2023-12-18
LFB003856,L020,5,5,5,3,3,5,5,5,5,5,2023-12-18
LFB003857,L008,4,5,4,5,4,4,4,4,4,5,2023-12-18
LFB003858,L010,3,2,2,5,3,3,5,4,5,2,2023-12-18
LFB003859,L021,4,5,4,3,5,3,3,4,4,4,2023-12-18
LFB003860,L002,5,4,5,5,5,5,5,4,5,5,2023-12-18
LFB003861,L023,4,5,4,4,5,4,4,3,4,4,2023-12-18
LFB003862,L006,5,4,3,5,4,5,4,4,4,4,2023-12-19
LFB003863,L007,2,2,3,4,3,4,3,5,3,4,2023-12-19
LFB003864,L017,4,3,3,4,3,2,4,4,5,4,2023-12-19
LFB003865,L001,3,4,4,5,2,4,5,3,3,4,2023-12-19
LFB003866,L011,2,4,4,5,3,4,4,5,3,4,2023-12-19
LFB003867,L012,4,5,4,4,5,4,4,5,5,4,2023-12-19
LFB003868,L023,3,4,3,5,3,3,3,4,4,3,2023-12-19
LFB003869,L020,1,2,3,3,2,3,4,2,3,3,2023-12-19
LFB003870,L001,5,5,2,4,3,4,4,4,4,4,2023-12-19
LFB003871,L016,4,4,3,4,5,4,4,5,5,3,2023-12-19
LFB003872,L025,5,4,4,5,4,4,5,4,4,4,2023-12-19
LFB003873,L014,4,4,4,5,3,4,3,3,5,5,2023-12-19
LFB003874,L014,3,3,4,4,4,5,3,4,4,4,2023-12-19
LFB003875,L012,3,4,4,3,3,4,4,3,3,3,2023-12-19
LFB003876,L021,5,5,4,4,5,3,4,5,4,5,2023-12-19
LFB003877,L010,3,5,5,5,5,5,4,4,4,5,2023-12-19
LFB003878,L014,4,4,4,4,4,4,5,4,4,3,2023-12-19
LFB003879,L022,5,5,2,5,4,5,5,5,5,5,2023-12-19
LFB003880,L010,3,3,2,4,3,4,3,5,2,4,2023-12-19
LFB003881,L011,3,4,4,4,3,4,5,5,4,5,2023-12-19
LFB003882,L008,4,4,5,4,4,5,4,4,3,3,2023-12-19
LFB003883,L010,5,4,4,3,3,4,4,2,4,4,2023-12-19
LFB003884,L012,5,3,4,4,4,4,5,5,5,5,2023-12-19
LFB003885,L021,3,4,4,3,5,3,4,4,4,4,2023-12-19
LFB003886,L011,4,4,3,3,4,5,4,5,4,4,2023-12-19
LFB003887,L023,4,4,5,4,5,5,5,5,4,4,2023-12-19
LFB003888,L001,5,5,5,4,4,5,4,5,5,5,2023-12-19
LFB003889,L026,5,4,5,4,4,4,5,3,4,4,2023-12-19
LFB003890,L024,3,5,3,4,4,5,3,4,5,5,2023-12-19
LFB003891,L010,3,4,3,5,5,5,3,4,4,5,2023-12-19
LFB003892,L013,5,3,5,4,5,5,4,4,5,4,2024-04-05
LFB003893,L023,4,4,5,3,5,5,5,5,5,5,2024-04-05
LFB003894,L026,2,5,5,3,4,4,3,4,4,4,2024-04-05
LFB003895,L005,4,4,4,4,4,3,4,3,3,5,2024-04-05
LFB003896,L012,5,4,5,5,5,3,4,4,5,5,2024-04-05
LFB003897,L004,5,3,3,4,5,4,4,4,5,5,2024-04-05
LFB003898,L013,4,4,4,3,3,4,5,3,5,5,2024-04-05
LFB003899,L010,5,4,5,4,5,4,5,5,4,5,2024-04-05
LFB003900,L024,5,5,5,5,5,5,5,5,5,5,2024-04-05
LFB003901,L004,5,4,4,3,4,4,5,4,5,5,2024-04-05
LFB003902,L010,4,3,3,2,3,5,5,5,4,5,2024-04-05
LFB003903,L007,4,5,3,3,3,4,4,5,5,5,2024-04-05
LFB003904,L011,2,3,5,3,4,3,5,4,4,5,2024-04-05
LFB003905,L026,5,4,4,4,5,5,4,4,4,4,2024-04-05
LFB003906,L021,4,4,5,4,5,5,5,5,5,4,2024-04-05
LFB003907,L023,4,5,4,4,4,4,5,3,5,5,2024-04-06
LFB003908,L017,4,4,2,4,5,4,3,2,5,5,2024-04-06
LFB003909,L004,4,4,3,5,4,5,5,5,5,5,2024-04-06
LFB003910,L007,2,4,3,4,4,4,5,3,5,4,2024-04-06
LFB003911,L007,4,4,4,5,5,5,5,3,3,5,2024-04-06
LFB003912,L018,2,2,4,2,4,4,4,5,5,3,2024-04-06
LFB003913,L016,5,4,3,5,3,4,3,5,4,5,2024-04-06
LFB003914,L012,3,5,3,5,3,5,3,4,5,5,2024-04-06
LFB003915,L020,4,4,4,4,4,4,4,4,3,5,2024-04-06
LFB003916,L019,3,4,4,3,4,4,4,4,5,5,2024-04-06
LFB003917,L006,5,4,4,5,5,5,4,5,5,3,2024-04-06
LFB003918,L022,5,4,5,5,5,4,4,5,5,5,2024-04-06
LFB003919,L010,2,3,5,4,3,4,3,4,4,4,2024-04-06
LFB003920,L007,4,4,4,5,5,5,3,4,4,4,2024-04-06
LFB003921,L024,4,3,3,5,4,4,3,5,4,4,2024-04-06
LFB003922,L026,3,4,3,5,5,3,3,3,5,5,2024-04-06
LFB003923,L020,3,5,3,4,4,4,4,2,5,5,2024-04-06
LFB003924,L003,4,4,4,4,4,4,5,5,5,5,2024-04-06
LFB003925,L014,3,5,4,4,4,5,3,4,4,4,2024-04-06
LFB003926,L010,5,4,2,3,3,3,4,4,5,5,2024-04-06
LFB003927,L021,5,5,4,5,5,5,5,4,5,4,2024-04-07
LFB003928,L007,3,2,4,4,5,3,4,5,5,5,2024-04-07
LFB003929,L020,4,4,3,5,4,5,5,5,4,2,2024-04-07
LFB003930,L002,3,3,2,2,4,4,3,4,4,3,2024-04-07
LFB003931,L024,5,4,4,4,4,5,4,4,4,5,2024-04-07
LFB003932,L016,4,2,3,4,5,4,5,4,4,5,2024-04-07
LFB003933,L021,5,3,4,5,2,5,5,5,3,3,2024-04-07
LFB003934,L001,4,3,4,3,5,4,4,4,4,4,2024-04-08
LFB003935,L022,4,3,3,3,4,5,5,4,4,4,2024-04-08
LFB003936,L021,5,4,3,4,4,5,5,5,4,5,2024-04-08
LFB003937,L013,5,4,3,3,5,5,5,3,3,1,2024-04-08
LFB003938,L015,4,3,3,3,4,5,5,5,3,3,2024-04-08
LFB003939,L007,4,5,3,4,4,3,5,5,4,4,2024-04-08
LFB003940,L023,5,5,2,5,5,5,4,5,5,5,2024-04-08
LFB003941,L014,5,4,4,4,5,5,4,4,4,5,2024-04-08
LFB003942,L013,4,5,4,5,4,3,5,4,5,5,2024-04-08
LFB003943,L005,5,4,5,3,4,3,4,4,3,5,2024-04-08
LFB003944,L011,4,5,5,5,3,5,4,5,5,5,2024-04-08
LFB003945,L012,4,5,5,5,5,4,4,5,5,5,2024-04-08
LFB003946,L025,4,5,5,4,4,3,5,3,4,4,2024-04-08
LFB003947,L011,5,3,5,5,4,4,4,5,5,5,2024-04-09
LFB003948,L025,5,5,3,4,5,5,5,5,3,4,2024-04-09
LFB003949,L026,5,5,5,5,4,5,5,5,5,4,2024-04-09
LFB003950,L025,5,4,4,5,5,3,5,4,4,5,2024-04-09
LFB003951,L011,4,4,3,5,5,4,4,5,4,5,2024-04-09
LFB003952,L026,5,4,4,4,5,4,5,5,5,4,2024-04-09
LFB003953,L025,5,5,5,4,5,5,5,4,4,5,2024-04-09
LFB003954,L001,5,4,3,5,5,5,5,4,5,5,2024-04-09
LFB003955,L006,4,5,5,5,5,4,5,4,5,5,2024-04-09
LFB003956,L006,3,4,5,5,4,5,4,4,5,4,2024-04-09
LFB003957,L013,2,3,3,3,4,4,5,4,4,3,2024-04-09
LFB003958,L016,5,5,2,4,3,3,4,5,2,5,2024-04-09
LFB003959,L020,3,3,4,4,5,5,3,5,4,4,2024-04-09
LFB003960,L006,4,4,2,5,3,3,3,4,4,5,2024-04-09
LFB003961,L025,4,5,2,4,3,5,4,3,3,4,2024-04-10
LFB003962,L025,5,5,5,5,4,5,5,5,3,5,2024-04-10
LFB003963,L015,3,3,5,3,4,5,5,3,5,4,2024-04-10
LFB003964,L025,4,3,3,3,4,4,3,4,2,4,2024-04-10
LFB003965,L012,4,5,5,5,5,5,5,2,4,5,2024-04-10
LFB003966,L026,4,5,3,4,4,5,5,4,5,4,2024-04-10
LFB003967,L012,3,5,3,3,3,4,3,3,5,4,2024-04-10
LFB003968,L010,4,2,3,2,3,2,4,3,4,3,2024-04-10
LFB003969,L012,2,3,3,3,4,2,4,5,3,4,2024-04-10
LFB003970,L022,2,4,4,4,5,4,5,5,4,5,2024-04-10
LFB003971,L016,4,5,3,5,4,5,5,5,4,4,2024-04-10
LFB003972,L020,4,4,4,4,5,3,4,3,4,4,2024-04-11
LFB003973,L019,3,4,3,5,5,5,5,5,4,4,2024-04-11
LFB003974,L007,4,3,5,5,3,4,3,3,4,4,2024-04-11
LFB003975,L016,4,5,3,5,4,5,4,5,4,5,2024-04-11
LFB003976,L010,4,4,5,4,5,5,4,3,4,5,2024-04-11
LFB003977,L014,4,5,5,4,4,4,4,4,4,3,2024-04-11
LFB003978,L016,3,3,4,3,3,3,4,4,4,4,2024-04-11
LFB003979,L025,3,5,4,4,4,5,4,4,5,5,2024-04-11
LFB003980,L022,2,4,5,4,5,4,5,3,4,5,2024-04-11
LFB003981,L014,3,4,3,3,3,4,5,5,5,5,2024-04-11
LFB003982,L014,3,4,4,3,4,3,2,4,4,4,2024-04-11
LFB003983,L022,4,4,3,4,3,5,4,5,4,2,2024-04-11
LFB003984,L016,4,4,4,3,3,4,5,5,5,5,2024-04-11
LFB003985,L017,4,5,3,5,5,3,3,5,5,5,2024-04-11
LFB003986,L001,5,5,5,3,5,5,5,5,4,5,2024-04-11
LFB003987,L010,3,5,4,5,2,4,4,5,4,4,2024-04-11
LFB003988,L019,3,5,3,4,4,5,4,5,4,5,2024-04-11
LFB003989,L004,4,3,2,4,4,4,3,5,3,5,2024-04-11
LFB003990,L021,3,4,5,4,3,5,5,4,5,5,2024-04-12
LFB003991,L020,4,5,3,3,5,5,4,4,4,5,2024-04-12
LFB003992,L024,3,5,4,5,4,4,3,4,3,5,2024-04-12
LFB003993,L003,5,4,4,5,5,5,5,4,4,3,2024-04-12
LFB003994,L014,4,4,4,3,5,5,4,3,4,5,2024-04-12
LFB003995,L008,5,4,3,5,3,3,3,2,4,3,2024-04-12
LFB003996,L016,4,5,4,4,5,5,4,5,4,4,2024-04-12
LFB003997,L022,3,5,5,5,5,4,4,5,2,3,2024-04-12
LFB003998,L014,4,5,4,4,5,4,3,5,3,4,2024-04-12
LFB003999,L011,2,3,3,3,5,5,4,4,3,5,2024-04-12
LFB004000,L023,3,4,4,4,4,5,4,5,5,2,2024-04-12
LFB004001,L010,3,4,2,3,4,5,2,4,3,4,2024-04-12
LFB004002,L003,4,5,2,5,4,4,4,4,3,5,2024-04-13
LFB004003,L001,5,4,3,4,4,4,2,4,5,5,2024-04-13
LFB004004,L014,4,4,3,5,4,4,3,4,1,4,2024-04-13
LFB004005,L012,2,5,3,5,4,3,4,3,2,5,2024-04-13
LFB004006,L020,4,5,4,5,4,4,5,4,5,4,2024-04-13
LFB004007,L005,4,4,5,5,5,5,4,5,5,5,2024-04-13
LFB004008,L012,5,5,4,4,4,4,4,3,5,4,2024-04-13
LFB004009,L018,5,5,5,5,4,5,5,5,5,5,2024-04-13
LFB004010,L022,4,5,4,3,4,4,3,3,4,3,2024-04-13
LFB004011,L026,4,4,3,5,4,4,3,5,5,5,2024-04-13
LFB004012,L011,4,5,3,3,3,4,5,2,4,4,2024-04-13
LFB004013,L025,3,4,5,4,4,4,3,5,4,3,2024-04-13
LFB004014,L013,4,2,3,3,4,4,4,4,3,3,2024-04-13
LFB004015,L016,4,3,4,4,3,5,3,4,4,4,2024-04-13
LFB004016,L002,4,4,3,4,4,5,5,5,4,5,2024-04-13
LFB004017,L006,3,4,3,2,3,5,4,4,5,5,2024-04-13
LFB004018,L004,3,5,4,3,4,4,4,5,3,4,2024-04-13
LFB004019,L026,5,4,3,4,4,3,4,4,3,4,2024-04-13
LFB004020,L001,3,4,3,4,4,4,4,4,3,5,2024-04-13
LFB004021,L025,3,3,4,2,3,4,5,4,4,3,2024-04-14
LFB004022,L020,3,4,5,5,5,4,4,4,4,3,2024-04-14
LFB004023,L015,4,4,4,4,4,3,5,5,5,4,2024-04-14
LFB004024,L007,2,2,3,3,2,4,3,2,5,3,2024-04-14
LFB004025,L018,5,3,3,5,3,3,4,3,5,4,2024-04-14
LFB004026,L021,4,5,5,5,4,4,4,5,5,5,2024-04-14
LFB004027,L026,5,4,2,4,5,3,5,3,3,4,2024-04-14
LFB004028,L011,5,5,2,4,3,1,4,4,4,4,2024-04-14
LFB004029,L022,5,5,5,4,5,3,5,3,4,4,2024-04-14
LFB004030,L026,3,4,4,5,5,5,4,2,3,4,2024-04-14
LFB004031,L011,3,4,4,3,4,4,3,4,5,4,2024-04-14
LFB004032,L008,4,3,4,4,5,3,3,5,3,2,2024-04-14
LFB004033,L011,3,2,4,3,5,3,3,5,3,4,2024-04-14
LFB004034,L007,4,4,5,5,5,5,5,5,3,5,2024-04-15
LFB004035,L007,3,4,3,4,3,5,4,4,3,5,2024-04-15
LFB004036,L016,4,4,2,4,4,5,5,5,4,5,2024-04-15
LFB004037,L018,4,3,4,4,3,5,5,5,5,3,2024-04-15
LFB004038,L016,5,5,4,5,4,5,5,4,5,4,2024-04-15
LFB004039,L019,4,5,4,3,4,5,3,3,4,5,2024-04-15
LFB004040,L018,5,5,5,5,5,4,5,4,5,5,2024-04-15
LFB004041,L021,4,5,5,5,5,5,5,5,5,5,2024-04-16
LFB004042,L012,5,5,5,5,5,5,5,2,5,3,2024-04-16
LFB004043,L002,4,3,5,5,4,3,5,4,5,4,2024-04-16
LFB004044,L001,5,3,4,4,3,5,5,5,3,4,2024-04-16
LFB004045,L015,3,4,5,4,5,5,3,5,4,5,2024-04-16
LFB004046,L020,2,2,3,2,4,5,4,4,4,3,2024-04-16
LFB004047,L019,5,4,3,5,4,4,4,4,5,4,2024-04-16
LFB004048,L019,3,4,4,4,3,4,3,4,5,3,2024-04-16
LFB004049,L011,5,3,4,5,3,4,4,3,3,5,2024-04-16
LFB004050,L026,3,5,3,4,4,3,3,2,5,5,2024-04-16
LFB004051,L016,3,3,4,4,3,4,4,4,4,5,2024-04-16
LFB004052,L010,3,4,4,5,4,5,4,2,4,4,2024-04-17
LFB004053,L007,3,3,2,2,4,4,4,3,4,3,2024-04-17
LFB004054,L020,4,5,5,4,2,5,5,4,5,5,2024-04-17
LFB004055,L025,4,5,5,4,3,4,4,5,4,4,2024-04-17
LFB004056,L013,4,5,5,5,3,4,5,4,5,5,2024-04-17
LFB004057,L012,5,2,4,5,4,5,5,5,5,3,2024-04-17
LFB004058,L007,3,4,2,3,2,4,3,2,5,5,2024-04-17
LFB004059,L018,5,4,4,4,4,4,5,5,2,5,2024-04-17
LFB004060,L023,4,5,4,3,4,4,2,5,5,5,2024-04-17
LFB004061,L019,5,5,3,5,4,4,3,3,3,3,2024-04-17
LFB004062,L016,4,5,3,3,3,4,4,3,4,4,2024-04-17
LFB004063,L004,4,2,5,4,4,5,3,4,4,4,2024-04-17
LFB004064,L013,4,4,3,3,4,4,5,4,5,5,2024-04-17
LFB004065,L026,4,5,4,3,2,4,5,3,4,5,2024-04-17
LFB004066,L017,5,5,4,4,4,4,5,4,3,4,2024-04-17
LFB004067,L022,5,5,5,4,5,5,5,5,4,4,2024-04-18
LFB004068,L002,4,5,4,5,5,5,5,4,3,4,2024-04-18
LFB004069,L007,5,5,5,5,4,5,4,5,5,5,2024-04-18
LFB004070,L016,4,5,5,3,4,4,3,5,5,5,2024-04-18
LFB004071,L023,5,4,5,5,5,5,5,2,4,4,2024-04-18
LFB004072,L012,5,4,5,3,4,5,5,5,4,4,2024-04-18
LFB004073,L019,4,4,4,5,4,4,5,2,5,5,2024-04-18
LFB004074,L011,4,4,4,4,4,4,2,5,3,3,2024-04-18
LFB004075,L012,5,4,4,4,4,2,3,5,4,4,2024-04-18
LFB004076,L001,3,4,4,2,4,3,5,3,3,5,2024-04-18
LFB004077,L011,4,5,4,5,5,5,4,5,5,4,2024-04-18
LFB004078,L013,3,4,4,4,5,3,4,3,3,3,2024-04-18
LFB004079,L024,4,5,5,5,4,2,4,4,5,5,2024-04-18
LFB004080,L014,3,3,4,4,5,4,4,4,5,2,2024-04-18
LFB004081,L004,3,5,4,5,4,5,3,5,4,5,2024-04-19
LFB004082,L020,3,4,3,5,3,3,3,5,4,5,2024-04-19
LFB004083,L026,4,4,5,4,4,5,4,5,5,5,2024-04-19
LFB004084,L025,4,3,3,4,2,3,4,4,3,3,2024-04-19
LFB004085,L015,3,2,3,4,4,3,3,3,2,3,2024-04-19
LFB004086,L024,4,4,3,5,4,5,4,3,4,5,2024-04-19
LFB004087,L016,3,5,3,2,3,5,5,4,5,5,2024-04-20
LFB004088,L010,3,5,5,5,5,3,5,5,4,3,2024-04-20
LFB004089,L011,4,3,2,4,3,4,4,4,4,5,2024-04-20
LFB004090,L024,5,5,3,5,4,5,5,5,5,4,2024-04-20
LFB004091,L008,4,4,2,5,4,4,5,4,5,4,2024-04-20
LFB004092,L006,5,4,5,5,5,4,2,5,5,4,2024-04-20
LFB004093,L012,4,4,4,3,3,4,3,2,3,4,2024-04-20
LFB004094,L002,4,5,4,3,4,3,5,5,4,5,2024-04-20
LFB004095,L026,4,2,4,5,3,5,4,3,4,4,2024-04-20
LFB004096,L026,4,5,3,3,4,5,4,3,4,4,2024-04-21
LFB004097,L022,3,4,5,4,4,3,4,5,4,5,2024-04-21
LFB004098,L023,5,3,4,4,5,5,5,3,5,5,2024-04-21
LFB004099,L002,4,4,5,4,4,4,3,3,3,4,2024-04-21
LFB004100,L014,4,5,4,4,3,4,5,5,4,5,2024-04-21
LFB004101,L025,5,5,5,4,4,4,4,5,3,5,2024-04-21
LFB004102,L022,5,4,5,4,5,3,3,4,3,3,2024-04-21
LFB004103,L026,4,4,4,5,5,4,4,5,4,5,2024-04-21
LFB004104,L012,5,5,3,3,3,4,4,5,3,4,2024-04-21
