Feedback_ID,Faculty_ID,Course_ID,Date,Communication,Subject_Knowledge,Interaction,Doubt_Resolution,Syllabus_Completion,Practical_Example
FB014907,F009,C074,2024-11-15,5,4,4,4,4,2
FB014908,F053,C069,2024-11-15,3,3,3,3,3,3
FB014909,F013,C033,2024-11-15,4,3,2,3,4,1
FB014910,F053,C067,2024-11-15,2,4,4,3,5,4
FB014911,F021,C021,2024-11-15,5,3,3,3,5,5
FB014912,F037,C014,2024-11-15,4,4,4,4,5,4
FB014913,F006,C052,2024-11-15,3,4,3,2,5,3
FB014914,F070,C063,2024-11-15,5,5,4,3,3,4
FB014915,F001,C020,2024-11-15,3,5,4,4,4,3
FB014916,F028,C039,2024-11-15,4,3,3,4,4,4
FB014917,F006,C053,2024-11-15,5,4,4,4,5,4
FB014918,F070,C063,2024-11-15,5,3,3,4,4,3
FB014919,F057,C072,2024-11-15,3,4,3,4,4,3
FB014920,F052,C050,2024-11-15,5,3,4,3,4,2
FB014921,F013,C033,2024-11-15,4,5,3,4,5,4
FB014922,F070,C062,2024-11-15,4,4,5,3,3,4
FB014923,F031,C031,2024-11-16,2,3,3,5,5,5
FB014924,F038,C016,2024-11-16,5,4,5,5,5,3
FB014925,F003,C003,2024-11-16,5,4,4,5,5,5
FB014926,F063,C077,2024-11-16,3,5,5,4,3,4
FB014927,F030,C076,2024-11-16,5,2,3,5,5,5
FB014928,F044,C035,2024-11-16,3,4,3,3,5,5
FB014929,F041,C037,2024-11-16,2,5,4,4,4,3
FB014930,F059,C082,2024-11-16,3,5,5,2,3,4
FB014931,F009,C074,2024-11-16,5,4,4,5,4,4
FB014932,F063,C077,2024-11-16,3,2,1,4,3,1
FB014933,F070,C062,2024-11-16,3,2,3,3,4,3
FB014934,F046,C041,2024-11-16,3,4,3,4,5,5
FB014935,F052,C049,2024-11-16,5,3,2,4,4,4
FB014936,F065,C091,2024-11-16,4,5,4,3,4,5
FB014937,F064,C085,2024-11-16,4,5,5,5,5,5
FB014938,F009,C074,2024-11-16,5,3,5,4,4,3
FB014939,F030,C030,2024-11-16,4,5,4,4,3,3
FB014940,F051,C045,2024-11-16,3,4,4,3,3,3
FB014941,F014,C007,2024-11-16,3,4,4,3,4,3
FB014942,F051,C045,2024-11-16,5,4,4,4,4,3
FB014943,F070,C062,2024-11-16,4,3,3,4,5,4
FB014944,F073,C018,2024-11-16,3,3,3,2,2,2
FB014945,F040,C027,2024-11-16,5,5,3,5,5,5
FB014946,F073,C018,2024-11-16,3,4,3,4,3,3
FB014947,F053,C067,2024-11-16,5,4,5,4,4,4
FB014948,F069,C060,2024-11-16,5,5,5,5,4,4
FB014949,F062,C080,2024-11-16,2,4,4,5,1,5
FB014950,F051,C045,2024-11-16,5,3,3,3,5,4
FB014951,F014,C007,2024-11-16,4,3,4,5,5,5
FB014952,F031,C032,2024-11-16,4,3,5,5,4,4
FB014953,F052,C049,2024-11-16,4,4,3,5,5,2
FB014954,F044,C035,2024-11-16,3,3,3,1,2,2
FB014955,F023,C024,2024-11-16,4,4,2,3,4,4
FB014956,F063,C077,2024-11-16,2,2,3,3,4,2
FB014957,F046,C041,2024-11-16,5,5,5,2,5,4
FB014958,F070,C062,2024-11-16,4,4,2,3,3,4
FB014959,F028,C028,2024-11-16,4,3,3,4,3,3
FB014960,F013,C033,2024-11-16,4,4,5,4,5,3
FB014961,F030,C076,2024-11-16,5,3,3,4,5,3
FB014962,F074,C073,2024-11-16,5,2,4,3,3,2
FB014963,F059,C078,2024-11-16,3,3,3,3,3,3
FB014964,F053,C069,2024-11-16,3,4,3,4,2,2
FB014965,F001,C001,2024-11-16,3,4,2,5,3,4
FB014966,F003,C003,2024-11-16,5,4,4,4,4,5
FB014967,F030,C030,2024-11-16,4,3,4,5,4,4
FB014968,F059,C079,2024-11-16,4,5,5,5,5,5
FB014969,F008,C008,2024-11-16,2,5,3,2,2,4
FB014970,F030,C076,2024-11-16,5,4,4,5,4,4
FB014971,F074,C009,2024-11-16,4,5,3,5,5,5
FB014972,F070,C062,2024-11-16,3,4,3,5,4,4
FB014973,F055,C070,2024-11-16,4,5,3,3,5,4
FB014974,F011,C011,2024-11-16,4,4,5,4,4,2
FB014975,F017,C017,2024-11-16,4,4,4,4,4,3
FB014976,F056,C068,2024-11-16,4,4,3,5,4,3
FB014977,F009,C074,2024-11-16,4,4,3,4,4,3
FB014978,F056,C068,2024-11-17,4,5,4,4,3,4
FB014979,F043,C036,2024-11-17,4,4,5,4,4,5
FB014980,F052,C046,2024-11-17,4,4,4,5,4,4
FB014981,F057,C072,2024-11-17,5,4,5,4,3,4
FB014982,F074,C009,2024-11-17,4,4,5,5,5,4
FB014983,F030,C030,2024-11-17,4,3,5,3,5,3
FB014984,F067,C087,2024-11-17,5,5,4,4,5,5
FB014985,F041,C038,2024-11-17,4,4,2,1,3,4
FB014986,F051,C045,2024-11-17,5,5,3,3,4,5
FB014987,F006,C054,2024-11-17,4,5,3,4,3,3
FB014988,F006,C053,2024-11-17,2,3,4,2,2,4
FB014989,F056,C068,2024-11-17,3,3,4,2,3,2
FB014990,F060,C083,2024-11-17,3,4,3,3,5,4
FB014991,F028,C040,2024-11-17,4,3,3,4,3,2
FB014992,F033,C055,2024-11-17,3,4,4,3,5,2
FB014993,F070,C061,2024-11-17,4,2,3,3,4,1
FB014994,F013,C033,2024-11-17,4,5,3,5,4,3
FB014995,F069,C060,2024-11-17,4,3,3,5,5,3
FB014996,F041,C037,2024-11-17,3,4,5,4,3,4
FB014997,F073,C018,2024-11-17,5,4,4,5,5,5
FB014998,F013,C033,2024-11-17,4,4,4,4,5,2
FB014999,F014,C002,2024-11-17,3,3,3,1,4,2
FB015000,F008,C008,2024-11-17,3,3,3,2,3,3
FB015001,F041,C037,2024-11-17,5,5,5,4,3,3
FB015002,F040,C027,2024-11-17,4,4,3,3,4,4
FB015003,F023,C024,2024-11-17,5,4,3,5,5,4
FB015004,F026,C026,2024-11-17,4,5,3,4,4,5
FB015005,F056,C068,2024-11-17,3,4,5,2,5,3
FB015006,F050,C044,2024-11-17,3,3,2,3,2,2
FB015007,F014,C007,2024-11-17,4,3,4,4,4,4
FB015008,F013,C033,2024-11-17,4,5,4,2,3,4
FB015009,F026,C026,2024-11-17,3,4,3,4,4,2
FB015010,F070,C063,2024-11-17,3,4,3,2,3,3
FB015011,F065,C091,2024-11-17,5,3,3,3,5,4
FB015012,F003,C003,2024-11-17,4,4,4,3,3,3
FB015013,F028,C039,2024-11-17,2,3,4,3,3,3
FB015014,F056,C066,2024-11-17,4,4,1,3,4,4
FB015015,F074,C073,2024-11-17,5,5,4,4,5,4
FB015016,F022,C022,2024-11-17,2,4,4,4,3,4
FB015017,F030,C030,2024-11-17,3,1,1,3,3,3
FB015018,F013,C013,2024-11-17,3,3,3,3,3,2
FB015019,F064,C084,2024-11-17,4,4,3,4,3,4
FB015020,F064,C084,2024-11-17,2,3,4,1,1,3
FB015021,F052,C049,2024-11-17,5,5,5,5,4,4
FB015022,F041,C038,2024-11-17,3,3,3,4,2,4
FB015023,F038,C016,2024-11-17,4,2,5,4,5,4
FB015024,F064,C089,2024-11-17,4,4,4,3,4,4
FB015025,F052,C049,2024-11-17,3,5,4,4,4,4
FB015026,F067,C088,2024-11-18,4,4,3,4,3,4
FB015027,F074,C009,2024-11-18,5,4,4,5,4,3
FB015028,F023,C024,2024-11-18,5,5,5,4,5,3
FB015029,F001,C001,2024-11-18,2,3,4,3,4,2
FB015030,F065,C091,2024-11-18,4,4,2,3,5,3
FB015031,F040,C027,2024-11-18,5,4,4,5,5,5
FB015032,F051,C045,2024-11-18,4,4,5,5,3,3
FB015033,F033,C057,2024-11-18,4,5,4,4,4,4
FB015034,F038,C016,2024-11-18,5,3,4,4,4,5
FB015035,F065,C091,2024-11-18,5,3,4,5,4,5
FB015036,F015,C015,2024-11-18,5,4,4,2,4,1
FB015037,F005,C005,2024-11-18,5,4,5,5,5,5
FB015038,F015,C015,2024-11-18,5,3,4,5,5,4
FB015039,F065,C091,2024-11-18,5,4,4,3,5,4
FB015040,F003,C059,2024-11-18,4,4,3,3,2,4
FB015041,F028,C039,2024-11-18,3,2,2,1,3,3
FB015042,F057,C072,2024-11-18,5,4,1,3,2,3
FB015043,F064,C085,2024-11-18,3,4,3,5,4,4
FB015044,F065,C091,2024-11-18,5,4,4,3,5,5
FB015045,F057,C072,2024-11-18,4,4,5,5,5,4
FB015046,F053,C071,2024-11-18,3,3,4,5,5,5
FB015047,F056,C065,2024-11-18,3,4,2,5,3,4
FB015048,F056,C065,2024-11-18,3,4,2,2,2,3
FB015049,F053,C071,2024-11-18,4,5,4,2,3,4
FB015050,F040,C027,2024-11-18,3,2,3,3,3,2
FB015051,F070,C063,2024-11-18,4,4,2,2,3,2
FB015052,F009,C074,2024-11-18,4,5,4,3,3,4
FB015053,F074,C009,2024-11-18,4,3,3,3,4,4
FB015054,F028,C039,2024-11-18,4,3,4,3,5,4
FB015055,F052,C050,2024-11-18,4,4,3,4,5,3
FB015056,F074,C009,2024-11-18,4,5,3,2,4,4
FB015057,F062,C080,2024-11-18,3,5,3,5,5,3
FB015058,F017,C004,2024-11-18,3,5,3,3,3,4
FB015059,F069,C064,2024-11-18,3,4,3,5,5,5
FB015060,F017,C017,2024-11-18,3,3,3,3,2,4
FB015061,F009,C074,2024-11-18,2,5,3,5,4,3
FB015062,F056,C066,2024-11-18,3,4,4,3,5,4
FB015063,F005,C005,2024-11-18,5,4,5,4,4,4
FB015064,F056,C068,2024-11-18,3,4,2,4,4,2
FB015065,F065,C090,2024-11-18,5,5,5,3,4,5
FB015066,F062,C080,2024-11-18,3,4,2,3,3,4
FB015067,F001,C020,2024-11-18,4,4,5,5,4,4
FB015068,F057,C072,2024-11-18,3,4,3,4,3,4
FB015069,F067,C088,2024-11-18,4,5,5,4,4,3
FB015070,F059,C078,2024-11-18,3,4,4,3,5,4
FB015071,F010,C051,2024-11-18,2,5,5,4,4,4
FB015072,F006,C053,2024-11-18,5,3,4,3,2,3
FB015073,F067,C088,2024-11-18,3,1,2,3,3,4
FB015074,F059,C082,2024-11-18,3,4,3,5,4,4
FB015075,F037,C010,2024-11-18,4,5,4,4,4,4
FB015076,F023,C024,2024-11-18,3,4,3,3,3,3
FB015077,F041,C038,2024-11-18,4,4,3,4,3,3
FB015078,F006,C052,2024-11-19,3,3,5,3,2,4
FB015079,F043,C036,2024-11-19,4,4,5,3,5,4
FB015080,F052,C046,2024-11-19,1,3,2,3,4,4
FB015081,F052,C049,2024-11-19,5,4,4,3,4,5
FB015082,F040,C027,2024-11-19,5,5,5,4,5,3
FB015083,F053,C071,2024-11-19,2,5,3,4,4,2
FB015084,F010,C006,2024-11-19,5,5,5,4,4,4
FB015085,F040,C027,2024-11-19,3,3,5,4,4,3
FB015086,F038,C016,2024-11-19,4,3,5,3,4,3
FB015087,F006,C054,2024-11-19,4,5,2,5,5,2
FB015088,F013,C013,2024-11-19,4,5,4,3,3,3
FB015089,F046,C041,2024-11-19,5,5,5,4,3,4
FB015090,F022,C022,2024-11-19,5,5,4,3,5,4
FB015091,F056,C065,2024-11-19,5,5,5,5,4,5
FB015092,F022,C022,2024-11-19,3,4,4,4,3,5
FB015093,F060,C083,2024-11-19,3,5,2,4,5,5
FB015094,F014,C007,2024-11-19,4,4,4,3,4,3
FB015095,F013,C033,2024-11-19,3,5,4,3,5,4
FB015096,F030,C030,2024-11-19,5,5,5,5,4,3
FB015097,F037,C014,2024-11-19,3,4,4,3,5,4
FB015098,F056,C066,2024-11-19,5,4,4,5,5,4
FB015099,F060,C083,2024-11-19,5,3,5,4,5,5
FB015100,F023,C024,2024-11-19,5,5,3,4,4,4
FB015101,F031,C031,2024-11-19,3,5,5,5,4,5
FB015102,F030,C030,2024-11-19,3,5,5,3,5,5
FB015103,F065,C090,2024-11-19,3,3,3,4,2,3
FB015104,F051,C047,2024-11-19,4,3,5,5,5,4
FB015105,F017,C017,2024-11-19,4,3,3,4,5,2
FB015106,F041,C042,2024-11-19,4,5,4,4,5,3
FB015107,F031,C032,2024-11-19,4,4,5,4,5,3
FB015108,F013,C013,2024-11-19,4,3,4,2,3,2
FB015109,F028,C040,2024-11-19,3,4,3,4,3,3
FB015110,F070,C063,2024-11-19,5,4,5,4,5,4
FB015111,F052,C049,2024-11-19,3,4,2,3,2,2
FB015112,F043,C036,2024-11-19,2,4,4,3,3,5
FB015113,F030,C030,2024-11-19,3,4,3,4,5,2
FB015114,F013,C033,2024-11-19,4,4,4,3,5,3
FB015115,F052,C050,2024-11-19,3,3,4,4,3,3
FB015116,F033,C057,2024-11-19,4,5,3,4,4,3
FB015117,F059,C078,2024-11-19,3,2,2,2,1,2
FB015118,F015,C056,2024-11-19,3,3,2,3,2,1
FB015119,F021,C034,2024-11-19,4,4,5,3,3,3
FB015120,F024,C058,2024-11-19,5,5,4,4,5,5
FB015121,F065,C091,2024-11-19,4,5,3,5,4,4
FB015122,F004,C023,2024-11-19,3,4,2,3,3,2
FB015123,F051,C045,2024-11-19,2,2,3,3,3,2
FB015124,F067,C087,2024-11-19,3,4,4,3,3,3
FB015125,F021,C034,2024-11-19,4,4,3,3,4,4
FB015126,F001,C020,2024-11-19,3,4,1,4,4,5
FB015127,F057,C072,2024-11-19,5,4,2,5,4,5
FB015128,F010,C006,2024-11-19,3,4,4,3,5,5
FB015129,F056,C066,2024-11-19,3,4,3,4,4,3
FB015130,F015,C015,2024-11-19,2,4,2,3,3,4
FB015131,F050,C044,2024-11-19,4,3,4,4,4,2
FB015132,F067,C087,2024-11-19,3,4,4,4,3,4
FB015133,F046,C041,2024-11-19,3,4,3,4,3,4
FB015134,F051,C045,2024-11-19,5,4,3,2,5,4
FB015135,F073,C018,2024-11-19,4,5,2,5,3,3
FB015136,F013,C033,2024-11-19,5,4,5,4,3,3
FB015137,F063,C077,2024-11-20,5,5,5,4,5,4
FB015138,F069,C060,2024-11-20,4,5,5,5,3,5
FB015139,F053,C069,2024-11-20,5,4,4,4,4,3
FB015140,F065,C091,2024-11-20,4,4,5,4,5,3
FB015141,F030,C076,2024-11-20,4,5,5,4,5,5
FB015142,F062,C081,2024-11-20,5,4,4,5,4,5
FB015143,F033,C057,2024-11-20,4,4,5,4,5,3
FB015144,F060,C083,2024-11-20,5,4,4,2,5,4
FB015145,F052,C046,2024-11-20,5,4,4,5,4,5
FB015146,F059,C079,2024-11-20,2,3,5,5,5,3
FB015147,F031,C032,2024-11-20,3,4,5,4,4,4
FB015148,F006,C053,2024-11-20,5,4,3,4,4,5
FB015149,F001,C001,2024-11-20,4,5,4,2,4,4
FB015150,F052,C046,2024-11-20,4,5,3,3,3,5
FB015151,F056,C068,2024-11-20,4,4,3,4,3,4
FB015152,F025,C025,2024-11-20,4,5,3,5,4,3
FB015153,F046,C041,2024-11-20,4,4,4,3,4,4
FB015154,F021,C021,2024-11-20,3,3,2,3,2,2
FB015155,F059,C079,2024-11-20,4,3,4,5,3,4
FB015156,F019,C075,2024-11-20,4,4,3,3,3,4
FB015157,F073,C018,2024-11-20,4,4,3,5,5,5
FB015158,F046,C041,2024-11-20,3,3,4,4,4,4
FB015159,F011,C011,2024-11-20,5,5,4,3,5,4
FB015160,F070,C063,2024-11-20,3,3,2,3,2,3
FB015161,F053,C069,2024-11-20,3,4,2,4,4,4
FB015162,F064,C084,2024-11-20,4,2,5,3,4,4
FB015163,F053,C071,2024-11-20,4,3,4,3,4,2
FB015164,F031,C032,2024-11-20,4,5,2,5,4,4
FB015165,F014,C002,2024-11-20,4,5,4,3,4,5
FB015166,F040,C027,2024-11-20,4,5,3,5,3,4
FB015167,F041,C037,2024-11-20,3,3,2,4,2,2
FB015168,F037,C014,2024-11-20,4,5,5,5,5,5
FB015169,F057,C072,2024-11-20,3,4,3,2,4,3
FB015170,F070,C063,2024-11-20,3,4,2,2,3,3
FB015171,F053,C067,2024-11-20,2,5,3,4,5,3
FB015172,F031,C032,2024-11-20,3,2,3,3,4,5
FB015173,F021,C021,2024-11-20,4,3,3,4,4,3
FB015174,F053,C071,2024-11-20,3,4,3,5,3,4
FB015175,F003,C059,2024-11-20,4,5,4,4,5,4
FB015176,F025,C025,2024-11-20,4,4,2,3,4,3
FB015177,F053,C071,2024-11-20,4,3,2,2,4,3
FB015178,F025,C025,2024-11-20,5,2,4,2,3,3
FB015179,F043,C036,2024-11-20,4,2,2,3,3,4
FB015180,F001,C001,2024-11-20,4,4,4,2,4,3
FB015181,F053,C069,2024-11-20,3,3,5,4,2,2
FB015182,F052,C049,2024-11-21,4,4,3,5,5,4
FB015183,F006,C054,2024-11-21,3,2,3,2,3,4
FB015184,F019,C075,2024-11-21,2,4,4,3,4,4
FB015185,F017,C017,2024-11-21,4,5,3,4,3,5
FB015186,F044,C035,2024-11-21,4,4,4,3,4,5
FB015187,F028,C028,2024-11-21,4,4,3,4,4,4
FB015188,F033,C055,2024-11-21,4,4,4,5,2,3
FB015189,F063,C077,2024-11-21,5,4,5,4,5,5
FB015190,F010,C051,2024-11-21,5,5,4,3,4,3
FB015191,F009,C074,2024-11-21,5,5,5,4,4,3
FB015192,F053,C071,2024-11-21,5,3,5,5,5,3
FB015193,F006,C053,2024-11-21,4,5,5,4,5,3
FB015194,F052,C050,2024-11-21,5,4,2,5,5,4
FB015195,F013,C033,2024-11-21,3,5,4,5,3,3
FB015196,F041,C038,2024-11-21,3,5,4,5,3,5
FB015197,F001,C001,2024-11-21,4,3,4,5,4,5
FB015198,F056,C068,2024-11-21,4,5,4,5,3,5
FB015199,F052,C050,2024-11-21,5,3,3,4,5,5
FB015200,F056,C066,2024-11-21,5,3,5,5,4,5
FB015201,F053,C071,2024-11-21,5,4,5,5,5,4
FB015202,F056,C068,2024-11-21,4,5,5,5,4,4
FB015203,F006,C052,2024-11-21,4,3,3,4,3,5
FB015204,F059,C082,2024-11-21,4,4,5,3,5,3
FB015205,F006,C052,2024-11-21,3,4,5,5,5,4
FB015206,F025,C025,2024-11-21,4,3,3,3,4,1
FB015207,F037,C010,2024-11-21,3,4,1,3,4,3
FB015208,F060,C083,2024-11-21,5,5,4,2,5,5
FB015209,F003,C059,2024-11-21,3,4,3,2,3,2
FB015210,F030,C076,2024-11-21,3,5,5,4,4,4
FB015211,F056,C066,2024-11-21,3,3,4,3,4,2
FB015212,F037,C014,2024-11-21,5,3,4,4,4,3
FB015213,F055,C070,2024-11-21,5,4,4,3,4,3
FB015214,F001,C001,2024-11-21,4,5,5,2,4,4
FB015215,F047,C048,2024-11-21,4,3,4,3,3,3
FB015216,F053,C067,2024-11-21,4,4,3,2,3,4
FB015217,F053,C069,2024-11-21,2,3,3,4,5,3
FB015218,F037,C010,2024-11-21,4,3,2,3,1,2
FB015219,F010,C051,2024-11-21,5,2,4,4,4,3
FB015220,F014,C007,2024-11-21,3,2,3,3,2,2
FB015221,F001,C001,2024-11-21,3,5,4,5,4,5
FB015222,F046,C041,2024-11-21,4,5,4,4,5,5
FB015223,F014,C007,2024-11-21,3,4,4,4,4,3
FB015224,F026,C026,2024-11-21,4,2,3,4,2,3
FB015225,F065,C090,2024-11-21,4,3,3,3,3,4
FB015226,F064,C084,2024-11-22,5,5,3,3,3,5
FB015227,F044,C035,2024-11-22,5,4,2,4,3,3
FB015228,F041,C038,2024-11-22,4,5,5,5,4,4
FB015229,F006,C053,2024-11-22,2,4,3,2,2,3
FB015230,F046,C041,2024-11-22,3,4,4,3,4,4
FB015231,F006,C053,2024-11-22,4,2,4,3,4,3
FB015232,F069,C060,2024-11-22,4,5,5,4,4,4
FB015233,F052,C049,2024-11-22,5,5,4,4,3,4
FB015234,F021,C021,2024-11-22,4,3,5,5,5,4
FB015235,F069,C064,2024-11-22,5,4,5,4,4,4
FB015236,F006,C052,2024-11-22,3,4,3,4,2,4
FB015237,F031,C032,2024-11-22,3,3,5,5,5,5
FB015238,F053,C067,2024-11-22,5,5,2,5,5,4
FB015239,F009,C074,2024-11-22,4,5,5,4,4,5
FB015240,F021,C021,2024-11-22,5,5,2,4,4,3
FB015241,F074,C009,2024-11-22,5,4,5,5,5,4
FB015242,F067,C086,2024-11-22,3,4,2,4,3,3
FB015243,F041,C042,2024-11-22,3,4,3,5,4,2
FB015244,F028,C039,2024-11-22,4,3,3,3,3,1
FB015245,F069,C060,2024-11-22,5,5,5,5,4,5
FB015246,F041,C038,2024-11-22,5,3,2,3,3,4
FB015247,F041,C037,2024-11-22,5,4,3,5,3,3
FB015248,F003,C059,2024-11-22,4,5,5,5,4,4
FB015249,F040,C027,2024-11-22,5,5,5,5,4,3
FB015250,F053,C071,2024-11-22,5,5,5,4,5,4
FB015251,F056,C068,2024-11-22,5,4,5,5,4,1
FB015252,F037,C014,2024-11-22,5,4,4,5,5,4
FB015253,F064,C089,2024-11-22,2,3,4,2,2,3
FB015254,F010,C051,2024-11-22,2,4,3,2,3,3
FB015255,F013,C033,2024-11-22,4,4,2,4,5,4
FB015256,F001,C020,2024-11-22,3,2,2,3,3,5
FB015257,F055,C070,2024-11-22,4,4,4,3,4,3
FB015258,F030,C076,2024-11-22,4,5,4,3,5,4
FB015259,F013,C033,2024-11-22,3,5,4,4,3,4
FB015260,F041,C042,2024-11-22,3,5,5,4,4,3
FB015261,F052,C043,2024-11-22,4,3,1,2,1,3
FB015262,F031,C032,2024-11-22,3,4,2,1,4,4
FB015263,F030,C030,2024-11-22,4,4,1,3,4,4
FB015264,F011,C011,2024-11-22,5,4,3,3,4,3
FB015265,F062,C081,2024-11-22,5,4,3,3,4,4
FB015266,F050,C044,2024-11-22,5,4,3,3,3,3
FB015267,F052,C050,2024-11-22,5,4,4,4,3,3
FB015268,F037,C014,2024-11-22,3,3,4,3,5,2
FB015269,F009,C074,2024-11-22,5,4,3,5,5,4
FB015270,F053,C069,2024-11-22,5,4,4,5,2,4
FB015271,F024,C058,2024-11-22,5,4,5,3,5,5
FB015272,F041,C038,2024-11-22,3,4,3,3,3,3
FB015273,F028,C039,2024-11-22,4,4,5,5,4,5
FB015274,F050,C044,2024-11-22,3,4,4,2,5,4
FB015275,F062,C080,2024-11-22,2,3,1,4,3,4
FB015276,F014,C007,2024-11-22,4,4,5,4,3,2
FB015277,F070,C063,2024-11-23,5,4,4,4,3,4
FB015278,F030,C076,2024-11-23,4,5,3,5,4,4
FB015279,F065,C091,2024-11-23,5,5,5,5,5,4
FB015280,F069,C064,2024-11-23,3,4,4,4,3,5
FB015281,F069,C060,2024-11-23,4,5,3,4,5,4
FB015282,F013,C033,2024-11-23,4,5,5,3,5,4
FB015283,F057,C072,2024-11-23,5,3,5,4,4,4
FB015284,F001,C020,2024-11-23,5,4,3,5,4,4
FB015285,F060,C083,2024-11-23,3,2,3,4,5,2
FB015286,F065,C090,2024-11-23,3,5,3,3,5,3
FB015287,F069,C060,2024-11-23,3,4,2,2,2,2
FB015288,F052,C046,2024-11-23,3,4,3,5,5,5
FB015289,F074,C073,2024-11-23,5,4,3,4,2,3
FB015290,F073,C018,2024-11-23,1,2,2,2,1,1
FB015291,F074,C073,2024-11-23,1,3,3,2,2,3
FB015292,F003,C059,2024-11-23,5,5,5,5,5,5
FB015293,F052,C050,2024-11-23,4,3,5,5,5,3
FB015294,F024,C058,2024-11-23,3,4,4,4,4,4
FB015295,F056,C065,2024-11-23,4,5,5,1,2,5
FB015296,F019,C075,2024-11-23,4,5,3,1,4,4
FB015297,F074,C073,2024-11-23,2,5,3,4,4,2
FB015298,F014,C002,2024-11-23,5,4,4,4,4,4
FB015299,F052,C049,2024-11-23,4,4,4,5,4,5
FB015300,F053,C071,2024-11-23,3,5,5,5,5,4
FB015301,F052,C049,2024-11-23,5,5,5,4,5,5
FB015302,F006,C053,2024-11-23,4,3,5,4,5,4
FB015303,F037,C014,2024-11-23,4,4,4,3,5,4
FB015304,F070,C061,2024-11-23,3,5,5,4,4,5
FB015305,F060,C083,2024-11-23,3,4,3,3,4,3
FB015306,F021,C021,2024-11-23,5,5,3,4,5,4
FB015307,F053,C069,2024-11-23,5,4,3,4,5,4
FB015308,F028,C039,2024-11-23,4,5,4,4,5,5
FB015309,F056,C066,2024-11-23,3,4,4,4,4,3
FB015310,F056,C066,2024-11-23,3,4,3,3,3,3
FB015311,F062,C081,2024-11-23,5,3,3,4,3,4
FB015312,F074,C073,2024-11-23,1,3,4,5,3,3
FB015313,F056,C065,2024-11-23,4,4,4,2,3,4
FB015314,F060,C083,2024-11-23,3,2,2,3,3,4
FB015315,F059,C082,2024-11-23,2,5,4,2,4,5
FB015316,F044,C035,2024-11-23,3,5,4,4,3,4
FB015317,F019,C075,2024-11-23,4,5,3,5,3,3
FB015318,F019,C075,2024-11-23,5,4,3,4,5,4
FB015319,F001,C001,2024-11-23,3,2,4,3,3,3
FB015320,F056,C065,2024-11-23,4,4,4,4,3,4
FB015321,F064,C089,2024-11-23,3,2,3,2,4,4
FB015322,F069,C064,2024-11-23,3,4,4,5,5,3
FB015323,F010,C051,2024-11-23,2,4,3,3,4,2
FB015324,F052,C049,2024-11-23,5,4,4,3,5,3
FB015325,F067,C087,2024-11-23,3,3,4,4,3,3
FB015326,F056,C065,2024-11-23,2,3,2,3,3,1
FB015327,F063,C077,2024-11-23,4,3,4,5,4,2
FB015328,F019,C075,2024-11-23,4,5,3,4,3,2
FB015329,F046,C041,2024-11-23,3,4,4,5,5,4
FB015330,F041,C038,2024-11-23,4,4,4,3,4,4
FB015331,F013,C033,2024-11-24,4,4,3,5,3,5
FB015332,F069,C060,2024-11-24,5,4,4,4,5,5
FB015333,F050,C044,2024-11-24,4,3,4,4,4,5
FB015334,F012,C012,2024-11-24,5,3,3,3,4,2
FB015335,F074,C073,2024-11-24,5,4,4,5,5,5
FB015336,F015,C056,2024-11-24,3,5,3,5,4,4
FB015337,F052,C043,2024-11-24,4,3,4,4,4,4
FB015338,F028,C040,2024-11-24,5,3,4,2,2,3
FB015339,F059,C082,2024-11-24,4,4,3,5,4,4
FB015340,F074,C073,2024-11-24,5,5,5,5,4,5
FB015341,F052,C050,2024-11-24,4,4,3,4,4,3
FB015342,F067,C087,2024-11-24,2,3,3,3,4,2
FB015343,F008,C008,2024-11-24,3,4,4,3,4,3
FB015344,F053,C071,2024-11-24,5,5,5,5,4,2
FB015345,F060,C083,2024-11-24,3,5,3,4,4,4
FB015346,F013,C013,2024-11-24,4,4,5,5,4,4
FB015347,F046,C041,2024-11-24,3,5,5,5,3,4
FB015348,F056,C066,2024-11-24,4,3,3,3,1,4
FB015349,F074,C073,2024-11-24,5,4,5,4,5,4
FB015350,F064,C089,2024-11-24,3,5,5,5,5,4
FB015351,F052,C049,2024-11-24,5,3,3,4,4,2
FB015352,F043,C036,2024-11-24,4,3,3,4,3,3
FB015353,F064,C089,2024-11-24,4,3,3,4,4,3
FB015354,F010,C006,2024-11-24,3,2,3,4,4,3
FB015355,F021,C021,2024-11-24,3,4,3,3,2,4
FB015356,F057,C072,2024-11-24,5,4,3,4,5,5
FB015357,F028,C039,2024-11-24,4,4,3,3,4,3
FB015358,F017,C017,2024-11-24,5,4,5,3,5,5
FB015359,F041,C042,2024-11-24,3,4,2,4,4,4
FB015360,F006,C054,2024-11-24,2,2,1,4,1,3
FB015361,F060,C083,2024-11-24,3,4,4,5,4,4
FB015362,F041,C042,2024-11-24,4,4,4,4,3,3
FB015363,F011,C011,2024-11-24,3,5,2,4,3,4
FB015364,F053,C071,2024-11-24,3,4,4,4,5,3
FB015365,F053,C071,2024-11-24,4,4,3,4,3,4
FB015366,F067,C086,2024-11-24,3,3,3,2,2,2
FB015367,F013,C033,2024-11-24,3,5,5,3,4,5
FB015368,F014,C002,2024-11-24,4,4,3,3,3,2
FB015369,F022,C022,2024-11-24,3,4,4,3,4,3
FB015370,F046,C041,2024-11-24,4,4,5,4,5,4
